,Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA
14573,Le Poquelin,Paris,,,,,,,/Restaurant_Review-g187147-d10047465-Reviews-Le_Poquelin-Paris_Ile_de_France.html,d10047465
14574,Le Telephone,Paris,"['Brew Pub', 'Bar', 'Pub', 'Wine Bar']",,,$$ - $$$,,,/Restaurant_Review-g187147-d10076839-Reviews-Le_Telephone-Paris_Ile_de_France.html,d10076839
14575,La Table Creole,Paris,,,,,,,/Restaurant_Review-g187147-d10077305-Reviews-La_Table_Creole-Paris_Ile_de_France.html,d10077305
14576,Le Special,Paris,"['Pizza', 'Street Food']",,,$,,,/Restaurant_Review-g187147-d10105300-Reviews-Le_Special-Paris_Ile_de_France.html,d10105300
14577,Traiteur Fortune d'Or,Paris,"['Chinese', 'Fast Food', 'Asian', 'Thai', 'Vietnamese']",,,$,,,/Restaurant_Review-g187147-d10136011-Reviews-Traiteur_Fortune_d_Or-Paris_Ile_de_France.html,d10136011
14578,Porte Saint Martin,Paris,,,,,,,/Restaurant_Review-g187147-d10140423-Reviews-Porte_Saint_Martin-Paris_Ile_de_France.html,d10140423
14579,Rose-Ita,Paris,,,,,,,/Restaurant_Review-g187147-d10147223-Reviews-Rose_Ita-Paris_Ile_de_France.html,d10147223
14580,Class'Croute,Paris,,,,,,,/Restaurant_Review-g187147-d10150916-Reviews-Class_Croute-Paris_Ile_de_France.html,d10150916
14581,Le 54,Paris,['French'],,,,,,/Restaurant_Review-g187147-d10155110-Reviews-Le_54-Paris_Ile_de_France.html,d10155110
14582,Le Bailly,Paris,['Street Food'],,,$$ - $$$,,,/Restaurant_Review-g187147-d10209539-Reviews-Le_Bailly-Paris_Ile_de_France.html,d10209539
14583,Le Salon,Paris,"['Italian', 'French', 'American']",,,$$ - $$$,,,/Restaurant_Review-g187147-d10237237-Reviews-Le_Salon-Paris_Ile_de_France.html,d10237237
14584,La 25eme Avenue,Paris,,,,,,,/Restaurant_Review-g187147-d10267146-Reviews-La_25eme_Avenue-Paris_Ile_de_France.html,d10267146
14585,129 Saint Maur,Paris,['French'],,,$$ - $$$,,,/Restaurant_Review-g187147-d10271776-Reviews-129_Saint_Maur-Paris_Ile_de_France.html,d10271776
14586,Chez Isaac,Paris,"['American', 'Mediterranean', 'Tunisian']",,,$$ - $$$,,,/Restaurant_Review-g187147-d10298628-Reviews-Chez_Isaac-Paris_Ile_de_France.html,d10298628
14587,Maillet Traiteur,Paris,['French'],,,,,,/Restaurant_Review-g187147-d10306167-Reviews-Maillet_Traiteur-Paris_Ile_de_France.html,d10306167
14588,Restaurant Cesme,Paris,,,,,,,/Restaurant_Review-g187147-d10326580-Reviews-Restaurant_Cesme-Paris_Ile_de_France.html,d10326580
14589,Le Patio,Paris,['French'],,,$$ - $$$,,,/Restaurant_Review-g187147-d10359453-Reviews-Le_Patio-Paris_Ile_de_France.html,d10359453
14590,Ruposhi Bangla,Paris,,,,,,,/Restaurant_Review-g187147-d10365290-Reviews-Ruposhi_Bangla-Paris_Ile_de_France.html,d10365290
14591,Wok And Wraps,Paris,"['Asian', 'Thai', 'Vietnamese']",,,$$ - $$$,,,/Restaurant_Review-g187147-d10366214-Reviews-Wok_And_Wraps-Paris_Ile_de_France.html,d10366214
14592,Le Local Bastille,Paris,"['Italian', 'Spanish']",,,$$ - $$$,,,/Restaurant_Review-g187147-d10372196-Reviews-Le_Local_Bastille-Paris_Ile_de_France.html,d10372196
14593,Boulangerie Ben Ahmed,Paris,,,,,,,/Restaurant_Review-g187147-d10384603-Reviews-Boulangerie_Ben_Ahmed-Paris_Ile_de_France.html,d10384603
14594,Chango 26,Paris,"['Caribbean', 'Cuban']",,,$$ - $$$,,,/Restaurant_Review-g187147-d10387717-Reviews-Chango_26-Paris_Ile_de_France.html,d10387717
14595,FMR,Paris,,,,,,,/Restaurant_Review-g187147-d10453609-Reviews-FMR-Paris_Ile_de_France.html,d10453609
14596,Le Bon Palais,Paris,"['Chinese', 'Asian', 'Minority Chinese', 'Central Asian']",,,$$ - $$$,,,/Restaurant_Review-g187147-d10454207-Reviews-Le_Bon_Palais-Paris_Ile_de_France.html,d10454207
14597,La Creperie,Paris,,,,,,,/Restaurant_Review-g187147-d10463616-Reviews-La_Creperie-Paris_Ile_de_France.html,d10463616
14598,Hotel Bercy Village,Paris,,,,,,,/Restaurant_Review-g187147-d10491613-Reviews-Hotel_Bercy_Village-Paris_Ile_de_France.html,d10491613
14599,Chloesushi Restaurant Japonais,Paris,['Japanese'],,,,,,/Restaurant_Review-g187147-d10495666-Reviews-Chloesushi_Restaurant_Japonais-Paris_Ile_de_France.html,d10495666
14600,Traiteur Passion Guarani,Paris,,,,,,,/Restaurant_Review-g187147-d10531779-Reviews-Traiteur_Passion_Guarani-Paris_Ile_de_France.html,d10531779
14601,Delices Li,Paris,['Chinese'],,,$$ - $$$,,,/Restaurant_Review-g187147-d10547140-Reviews-Delices_Li-Paris_Ile_de_France.html,d10547140
14602,La Tayelet,Paris,"['Italian', 'Japanese']",,,$$ - $$$,,,/Restaurant_Review-g187147-d10593934-Reviews-La_Tayelet-Paris_Ile_de_France.html,d10593934
14603,Pub 47,Paris,,,,,,,/Restaurant_Review-g187147-d10596670-Reviews-Pub_47-Paris_Ile_de_France.html,d10596670
14604,Fromagerie D'Aligre,Paris,,,,,,,/Restaurant_Review-g187147-d10624172-Reviews-Fromagerie_D_Aligre-Paris_Ile_de_France.html,d10624172
14605,Sefa Antalya,Paris,,,,,,,/Restaurant_Review-g187147-d10624295-Reviews-Sefa_Antalya-Paris_Ile_de_France.html,d10624295
14606,La Paillotte,Paris,,,,,,,/Restaurant_Review-g187147-d10662446-Reviews-La_Paillotte-Paris_Ile_de_France.html,d10662446
14607,31 Street,Paris,['American'],,,$$ - $$$,,,/Restaurant_Review-g187147-d10662556-Reviews-31_Street-Paris_Ile_de_France.html,d10662556
14608,Allopicnic,Paris,['French'],,,$$ - $$$,,,/Restaurant_Review-g187147-d10699483-Reviews-Allopicnic-Paris_Ile_de_France.html,d10699483
14609,All Italiana,Paris,,,,,,,/Restaurant_Review-g187147-d10712376-Reviews-All_Italiana-Paris_Ile_de_France.html,d10712376
14610,Le Milord,Paris,,,,,,,/Restaurant_Review-g187147-d10724436-Reviews-Le_Milord-Paris_Ile_de_France.html,d10724436
14611,La Bodega,Paris,,,,,,,/Restaurant_Review-g187147-d10740859-Reviews-La_Bodega-Paris_Ile_de_France.html,d10740859
14612,Good Ramen,Paris,['Chinese'],,,$$$$,,,/Restaurant_Review-g187147-d10746729-Reviews-Good_Ramen-Paris_Ile_de_France.html,d10746729
14613,Bleu Sakura,Paris,,,,,,,/Restaurant_Review-g187147-d10771088-Reviews-Bleu_Sakura-Paris_Ile_de_France.html,d10771088
14614,Restaurant Karaoke,Paris,,,,,,,/Restaurant_Review-g187147-d10782962-Reviews-Restaurant_Karaoke-Paris_Ile_de_France.html,d10782962
14615,3M Traiteur,Paris,,,,,,,/Restaurant_Review-g187147-d10795559-Reviews-3M_Traiteur-Paris_Ile_de_France.html,d10795559
14616,Snack Censier,Paris,"['Pizza', 'Fast Food']",,,$$ - $$$,,,/Restaurant_Review-g187147-d10805306-Reviews-Snack_Censier-Paris_Ile_de_France.html,d10805306
14617,Chez Zhang,Paris,['Asian'],,,,,,/Restaurant_Review-g187147-d10815265-Reviews-Chez_Zhang-Paris_Ile_de_France.html,d10815265
14618,Soh B&K,Paris,"['Cafe', 'Turkish', 'Greek', 'Vegetarian Friendly', 'Halal']",,,$,,,/Restaurant_Review-g187147-d10815812-Reviews-Soh_B_K-Paris_Ile_de_France.html,d10815812
14619,Lucien,Paris,"['French', 'Fast Food', 'Vegetarian Friendly', 'Gluten Free Options']",,,$$ - $$$,,,/Restaurant_Review-g187147-d10819352-Reviews-Lucien-Paris_Ile_de_France.html,d10819352
14620,MPDAM,Paris,"['French', 'European', 'Portuguese']",,,$$ - $$$,,,/Restaurant_Review-g187147-d10821947-Reviews-MPDAM-Paris_Ile_de_France.html,d10821947
14621,Coeur De Ble,Paris,,,,,,,/Restaurant_Review-g187147-d10847259-Reviews-Coeur_De_Ble-Paris_Ile_de_France.html,d10847259
14622,Qian Gout,Paris,"['Chinese', 'Minority Chinese']",,,$,,,/Restaurant_Review-g187147-d10872532-Reviews-Qian_Gout-Paris_Ile_de_France.html,d10872532
14623,Santa Marta,Paris,,,,,,,/Restaurant_Review-g187147-d11537188-Reviews-Santa_Marta-Paris_Ile_de_France.html,d11537188
14624,Di-Napoli,Paris,,,,,,,/Restaurant_Review-g187147-d11549375-Reviews-Di_Napoli-Paris_Ile_de_France.html,d11549375
14625,La Rose Sucree,Paris,,,,,,,/Restaurant_Review-g187147-d11549391-Reviews-La_Rose_Sucree-Paris_Ile_de_France.html,d11549391
14626,Bagelstein,Paris,,,,,,,/Restaurant_Review-g187147-d11705516-Reviews-Bagelstein-Paris_Ile_de_France.html,d11705516
14627,Sarl Paris 15 Saveurs,Paris,,,,,,,/Restaurant_Review-g187147-d11733799-Reviews-Sarl_Paris_15_Saveurs-Paris_Ile_de_France.html,d11733799
14628,L'Instant Gourmand,Paris,['International'],,,$,,,/Restaurant_Review-g187147-d11795722-Reviews-L_Instant_Gourmand-Paris_Ile_de_France.html,d11795722
14629,La Fiorita Pizzeria,Paris,['Pizza'],,,$$ - $$$,,,/Restaurant_Review-g187147-d11796159-Reviews-La_Fiorita_Pizzeria-Paris_Ile_de_France.html,d11796159
14630,Fuji Yaki,Paris,['Japanese'],,,,,,/Restaurant_Review-g187147-d11801827-Reviews-Fuji_Yaki-Paris_Ile_de_France.html,d11801827
14631,Les Saveurs de Saigon,Paris,"['Asian', 'Korean', 'Vietnamese']",,,$$ - $$$,,,/Restaurant_Review-g187147-d11823627-Reviews-Les_Saveurs_de_Saigon-Paris_Ile_de_France.html,d11823627
14632,O'Fajitas Bar,Paris,['Mexican'],,,$,,,/Restaurant_Review-g187147-d11824156-Reviews-O_Fajitas_Bar-Paris_Ile_de_France.html,d11824156
14633,Grenelle Sandwich,Paris,"['Pizza', 'Fast Food', 'European', 'Greek', 'Central European']",,,,,,/Restaurant_Review-g187147-d11839178-Reviews-Grenelle_Sandwich-Paris_Ile_de_France.html,d11839178
14634,Da Andrea,Paris,['Italian'],,,,,,/Restaurant_Review-g187147-d11847353-Reviews-Da_Andrea-Paris_Ile_de_France.html,d11847353
14635,Da Andrea,Paris,['Italian'],,,,,,/Restaurant_Review-g187147-d11851134-Reviews-Da_Andrea-Paris_Ile_de_France.html,d11851134
14636,Au Comptoir de Jo,Paris,,,,,,,/Restaurant_Review-g187147-d11858446-Reviews-Au_Comptoir_de_Jo-Paris_Ile_de_France.html,d11858446
14637,Les Favorites,Paris,"['Pub', 'Gastropub']",,,$$ - $$$,,,/Restaurant_Review-g187147-d11869782-Reviews-Les_Favorites-Paris_Ile_de_France.html,d11869782
14638,Crepes de Comptoir,Paris,['French'],,,$,,,/Restaurant_Review-g187147-d11884771-Reviews-Crepes_de_Comptoir-Paris_Ile_de_France.html,d11884771
14639,Grain,Paris,,,,,,,/Restaurant_Review-g187147-d11904379-Reviews-Grain-Paris_Ile_de_France.html,d11904379
14640,"The Eastside, Hot Dogs",Paris,"['French', 'American']",,,$,,,/Restaurant_Review-g187147-d11906291-Reviews-The_Eastside_Hot_Dogs-Paris_Ile_de_France.html,d11906291
14641,Roux Daniel,Paris,,,,,,,/Restaurant_Review-g187147-d11906514-Reviews-Roux_Daniel-Paris_Ile_de_France.html,d11906514
14642,The Italian Street Clan,Paris,['Italian'],,,$$ - $$$,,,/Restaurant_Review-g187147-d11909400-Reviews-The_Italian_Street_Clan-Paris_Ile_de_France.html,d11909400
14643,Pizzeria Cordial,Paris,,,,,,,/Restaurant_Review-g187147-d11915712-Reviews-Pizzeria_Cordial-Paris_Ile_de_France.html,d11915712
14644,LeCo codixhuit,Paris,,,,,,,/Restaurant_Review-g187147-d11919043-Reviews-LeCo_codixhuit-Paris_Ile_de_France.html,d11919043
14645,Le Saint-Georges,Paris,,,,,,,/Restaurant_Review-g187147-d11932042-Reviews-Le_Saint_Georges-Paris_Ile_de_France.html,d11932042
14646,Le Riad Elysee,Paris,,,,,,,/Restaurant_Review-g187147-d11932169-Reviews-Le_Riad_Elysee-Paris_Ile_de_France.html,d11932169
14647,Corinne Heurtebise,Paris,,,,,,,/Restaurant_Review-g187147-d11933187-Reviews-Corinne_Heurtebise-Paris_Ile_de_France.html,d11933187
14648,Cafe Harcourt by DALLOYAU,Paris,,,,,,,/Restaurant_Review-g187147-d11959310-Reviews-Cafe_Harcourt_by_DALLOYAU-Paris_Ile_de_France.html,d11959310
14649,Palomino,Paris,,,,,,,/Restaurant_Review-g187147-d11962015-Reviews-Palomino-Paris_Ile_de_France.html,d11962015
14650,The Eastside,Paris,"['French', 'American']",,,$,,,/Restaurant_Review-g187147-d11979841-Reviews-The_Eastside-Paris_Ile_de_France.html,d11979841
14651,CCXI,Paris,"['Italian', 'French']",,,$$ - $$$,,,/Restaurant_Review-g187147-d12067750-Reviews-CCXI-Paris_Ile_de_France.html,d12067750
14652,La Crepe Sur Mesure,Paris,['French'],,,$,,,/Restaurant_Review-g187147-d12112580-Reviews-La_Crepe_Sur_Mesure-Paris_Ile_de_France.html,d12112580
14653,Secret Picnic Paris,Paris,"['French', 'Street Food']",,,$$ - $$$,,,/Restaurant_Review-g187147-d12133604-Reviews-Secret_Picnic_Paris-Paris_Ile_de_France.html,d12133604
14654,Bnina Food,Paris,['French'],,,$,,,/Restaurant_Review-g187147-d12141485-Reviews-Bnina_Food-Paris_Ile_de_France.html,d12141485
14655,Pretty Pizza,Paris,"['Italian', 'American']",,,$$ - $$$,,,/Restaurant_Review-g187147-d12141898-Reviews-Pretty_Pizza-Paris_Ile_de_France.html,d12141898
14656,Aux Bons P'tits Plats,Paris,['Chinese'],,,$$ - $$$,,,/Restaurant_Review-g187147-d12143096-Reviews-Aux_Bons_P_tits_Plats-Paris_Ile_de_France.html,d12143096
14657,Alto Cafe,Paris,['French'],,,$,,,/Restaurant_Review-g187147-d12150051-Reviews-Alto_Cafe-Paris_Ile_de_France.html,d12150051
14658,Alto Cafe,Paris,"['French', 'Fusion']",,,$,,,/Restaurant_Review-g187147-d12150054-Reviews-Alto_Cafe-Paris_Ile_de_France.html,d12150054
14659,Elgi Reaumur,Paris,['Fast Food'],,,$$ - $$$,,,/Restaurant_Review-g187147-d12155164-Reviews-Elgi_Reaumur-Paris_Ile_de_France.html,d12155164
14660,Planet Viande,Paris,"['French', 'Australian', 'Argentinean', 'South American']",,,$$ - $$$,,,/Restaurant_Review-g187147-d12157494-Reviews-Planet_Viande-Paris_Ile_de_France.html,d12157494
14661,Saredin,Paris,,,,,,,/Restaurant_Review-g187147-d12162651-Reviews-Saredin-Paris_Ile_de_France.html,d12162651
14662,Primo's Pizza,Paris,"['Italian', 'French', 'American', 'African', 'Pizza']",,,$$ - $$$,,,/Restaurant_Review-g187147-d12182236-Reviews-Primo_s_Pizza-Paris_Ile_de_France.html,d12182236
14663,La Taverne des Cloys,Paris,,,,,,,/Restaurant_Review-g187147-d12194606-Reviews-La_Taverne_des_Cloys-Paris_Ile_de_France.html,d12194606
14664,Emek,Paris,['Turkish'],,,$$ - $$$,,,/Restaurant_Review-g187147-d12207478-Reviews-Emek-Paris_Ile_de_France.html,d12207478
14665,Original's Banh Mi,Paris,['Vietnamese'],,,$,,,/Restaurant_Review-g187147-d12211268-Reviews-Original_s_Banh_Mi-Paris_Ile_de_France.html,d12211268
14666,O'Wit,Paris,"['French', 'American', 'Street Food']",,,$$ - $$$,,,/Restaurant_Review-g187147-d12225182-Reviews-O_Wit-Paris_Ile_de_France.html,d12225182
14667,Columbus Cafe & Co Paris Saint Lazare,Paris,['Cafe'],,,$,,,/Restaurant_Review-g187147-d12229456-Reviews-Columbus_Cafe_Co_Paris_Saint_Lazare-Paris_Ile_de_France.html,d12229456
14668,Les Pitchettes,Paris,['Mediterranean'],,,,,,/Restaurant_Review-g187147-d12289625-Reviews-Les_Pitchettes-Paris_Ile_de_France.html,d12289625
14669,Royal Fondue,Paris,['Asian'],,,,,,/Restaurant_Review-g187147-d12295971-Reviews-Royal_Fondue-Paris_Ile_de_France.html,d12295971
14670,Restaurant Soleil,Paris,['Asian'],,,,,,/Restaurant_Review-g187147-d12332195-Reviews-Restaurant_Soleil-Paris_Ile_de_France.html,d12332195
14671,Bistrot Geo,Paris,['French'],,,$$ - $$$,,,/Restaurant_Review-g187147-d12332396-Reviews-Bistrot_Geo-Paris_Ile_de_France.html,d12332396
14672,Sushi Bar,Paris,['Japanese'],,,$$ - $$$,,,/Restaurant_Review-g187147-d12332492-Reviews-Sushi_Bar-Paris_Ile_de_France.html,d12332492
14673,Yang,Paris,,,,,,,/Restaurant_Review-g187147-d12337224-Reviews-Yang-Paris_Ile_de_France.html,d12337224
14674,Itouya,Paris,['Japanese'],,,$$ - $$$,,,/Restaurant_Review-g187147-d12343102-Reviews-Itouya-Paris_Ile_de_France.html,d12343102
14675,ESS'Pace,Paris,,,,,,,/Restaurant_Review-g187147-d12346990-Reviews-ESS_Pace-Paris_Ile_de_France.html,d12346990
14676,Grill Istanbul,Paris,"['French', 'American', 'Turkish']",,,$,,,/Restaurant_Review-g187147-d12361877-Reviews-Grill_Istanbul-Paris_Ile_de_France.html,d12361877
14677,Flandre Gourmet,Paris,,,,,,,/Restaurant_Review-g187147-d12373394-Reviews-Flandre_Gourmet-Paris_Ile_de_France.html,d12373394
14678,So Five,Paris,"['Pizza', 'Fast Food', 'South American', 'Central American']",,,$,,,/Restaurant_Review-g187147-d12377274-Reviews-So_Five-Paris_Ile_de_France.html,d12377274
14679,Le Gout du 9,Paris,"['Asian', 'Contemporary', 'Fusion']",,,$,,,/Restaurant_Review-g187147-d12384222-Reviews-Le_Gout_du_9-Paris_Ile_de_France.html,d12384222
14680,Snack All Night,Paris,['Fast Food'],,,$$ - $$$,,,/Restaurant_Review-g187147-d12384562-Reviews-Snack_All_Night-Paris_Ile_de_France.html,d12384562
14681,Monbanquet,Paris,['European'],,,$$ - $$$,,,/Restaurant_Review-g187147-d12396296-Reviews-Monbanquet-Paris_Ile_de_France.html,d12396296
14682,My Cowork Montorgueil,Paris,,,,,,,/Restaurant_Review-g187147-d12398960-Reviews-My_Cowork_Montorgueil-Paris_Ile_de_France.html,d12398960
14683,L'escale Marine,Paris,,,,,,,/Restaurant_Review-g187147-d12418982-Reviews-L_escale_Marine-Paris_Ile_de_France.html,d12418982
14684,Layla Kash,Paris,"['Italian', 'European', 'Asian', 'Middle Eastern', 'Israeli']",,,$$ - $$$,,,/Restaurant_Review-g187147-d12423568-Reviews-Layla_Kash-Paris_Ile_de_France.html,d12423568
14685,Delices Asia,Paris,['Asian'],,,$$ - $$$,,,/Restaurant_Review-g187147-d12429560-Reviews-Delices_Asia-Paris_Ile_de_France.html,d12429560
14686,Thai Boxing,Paris,['Thai'],,,$$ - $$$,,,/Restaurant_Review-g187147-d12431006-Reviews-Thai_Boxing-Paris_Ile_de_France.html,d12431006
14687,Revelant,Paris,"['French', 'Pub', 'Gastropub']",,,$$ - $$$,,,/Restaurant_Review-g187147-d12431442-Reviews-Revelant-Paris_Ile_de_France.html,d12431442
14688,Le Ferme Balard,Paris,,,,,,,/Restaurant_Review-g187147-d12431947-Reviews-Le_Ferme_Balard-Paris_Ile_de_France.html,d12431947
14689,L'Atelier du Kebab,Paris,['Turkish'],,,$$ - $$$,,,/Restaurant_Review-g187147-d12438459-Reviews-L_Atelier_du_Kebab-Paris_Ile_de_France.html,d12438459
14690,Awtar Cafe,Paris,['Middle Eastern'],,,$$$$,,,/Restaurant_Review-g187147-d12438546-Reviews-Awtar_Cafe-Paris_Ile_de_France.html,d12438546
14691,Le Comptoir Belge,Paris,"['Belgian', 'European']",,,$,,,/Restaurant_Review-g187147-d12442609-Reviews-Le_Comptoir_Belge-Paris_Ile_de_France.html,d12442609
14692,Exofrais,Paris,,,,,,,/Restaurant_Review-g187147-d12442753-Reviews-Exofrais-Paris_Ile_de_France.html,d12442753
14693,Oxygene VIP,Paris,['French'],,,$$ - $$$,,,/Restaurant_Review-g187147-d12474522-Reviews-Oxygene_VIP-Paris_Ile_de_France.html,d12474522
14694,Some Girls,Paris,"['Brew Pub', 'Bar', 'Pub']",,,$,,,/Restaurant_Review-g187147-d12503664-Reviews-Some_Girls-Paris_Ile_de_France.html,d12503664
14695,Le Jus Parisien,Paris,,,,,,,/Restaurant_Review-g187147-d12510795-Reviews-Le_Jus_Parisien-Paris_Ile_de_France.html,d12510795
14696,L'Infini The,Paris,['French'],,,,,,/Restaurant_Review-g187147-d12515590-Reviews-L_Infini_The-Paris_Ile_de_France.html,d12515590
14697,Bagel Corner Washington,Paris,"['American', 'Fast Food', 'Street Food']",,,$,,,/Restaurant_Review-g187147-d12518889-Reviews-Bagel_Corner_Washington-Paris_Ile_de_France.html,d12518889
14698,Le Coulisses du Vin,Paris,['French'],,,$$ - $$$,,,/Restaurant_Review-g187147-d12522666-Reviews-Le_Coulisses_du_Vin-Paris_Ile_de_France.html,d12522666
14699,La Carte Taitbout,Paris,"['Italian', 'French', 'Fast Food', 'Healthy']",,,$,,,/Restaurant_Review-g187147-d12535780-Reviews-La_Carte_Taitbout-Paris_Ile_de_France.html,d12535780
14700,Tokyo,Paris,"['Italian', 'French', 'Fast Food', 'Healthy']",,,$,,,/Restaurant_Review-g187147-d12537931-Reviews-Tokyo-Paris_Ile_de_France.html,d12537931
14701,Le Cosmos,Paris,['French'],,,$$ - $$$,,,/Restaurant_Review-g187147-d12538643-Reviews-Le_Cosmos-Paris_Ile_de_France.html,d12538643
14702,McDonald's,Paris,['Fast Food'],,,$$ - $$$,,,/Restaurant_Review-g187147-d12542808-Reviews-McDonald_s-Paris_Ile_de_France.html,d12542808
14703,McDonald's,Paris,['Fast Food'],,,$$ - $$$,,,/Restaurant_Review-g187147-d12556724-Reviews-McDonald_s-Paris_Ile_de_France.html,d12556724
14704,Le Bon Bento,Paris,,,,,,,/Restaurant_Review-g187147-d12568048-Reviews-Le_Bon_Bento-Paris_Ile_de_France.html,d12568048
14705,Pub 58 L Legend,Paris,,,,,,,/Restaurant_Review-g187147-d12579159-Reviews-Pub_58_L_Legend-Paris_Ile_de_France.html,d12579159
14706,MONGOO Bourse,Paris,"['Fast Food', 'Healthy']",,,$$ - $$$,,,/Restaurant_Review-g187147-d12597772-Reviews-MONGOO_Bourse-Paris_Ile_de_France.html,d12597772
14707,Novotel Cafe,Paris,,,,,,,/Restaurant_Review-g187147-d12603493-Reviews-Novotel_Cafe-Paris_Ile_de_France.html,d12603493
14708,Le Restaurant Panoramique,Paris,,,,,,,/Restaurant_Review-g187147-d12603576-Reviews-Le_Restaurant_Panoramique-Paris_Ile_de_France.html,d12603576
14709,Boutj'Dao Sushi,Paris,"['Japanese', 'Sushi']",,,$$ - $$$,,,/Restaurant_Review-g187147-d12605207-Reviews-Boutj_Dao_Sushi-Paris_Ile_de_France.html,d12605207
14710,Exki Gare du Nord,Paris,"['Fast Food', 'Soups']",,,$,,,/Restaurant_Review-g187147-d12612334-Reviews-Exki_Gare_du_Nord-Paris_Ile_de_France.html,d12612334
14711,Matuya Sushi,Paris,['Japanese'],,,,,,/Restaurant_Review-g187147-d12624285-Reviews-Matuya_Sushi-Paris_Ile_de_France.html,d12624285
14712,Hide & Seek,Paris,"['French', 'Seafood', 'Healthy']",,,$$ - $$$,,,/Restaurant_Review-g187147-d12637008-Reviews-Hide_Seek-Paris_Ile_de_France.html,d12637008
14713,Delices de Qingdao,Paris,,,,,,,/Restaurant_Review-g187147-d12663278-Reviews-Delices_de_Qingdao-Paris_Ile_de_France.html,d12663278
14714,Jin Long,Paris,['Vietnamese'],,,,,,/Restaurant_Review-g187147-d12663334-Reviews-Jin_Long-Paris_Ile_de_France.html,d12663334
14715,Au Palais Royal,Paris,['African'],,,$$ - $$$,,,/Restaurant_Review-g187147-d12664030-Reviews-Au_Palais_Royal-Paris_Ile_de_France.html,d12664030
14716,Marmaris,Paris,,,,,,,/Restaurant_Review-g187147-d12667314-Reviews-Marmaris-Paris_Ile_de_France.html,d12667314
14717,Restaurant Adana,Paris,,,,,,,/Restaurant_Review-g187147-d12680998-Reviews-Restaurant_Adana-Paris_Ile_de_France.html,d12680998
14718,SetaI Fusion Food,Paris,,,,,,,/Restaurant_Review-g187147-d12686106-Reviews-SetaI_Fusion_Food-Paris_Ile_de_France.html,d12686106
14719,SoChick,Paris,"['French', 'American', 'Greek', 'Contemporary', 'Caucasian']",,,,,,/Restaurant_Review-g187147-d12714176-Reviews-SoChick-Paris_Ile_de_France.html,d12714176
14720,Gintoki,Paris,"['Chinese', 'Japanese']",,,$$ - $$$,,,/Restaurant_Review-g187147-d12714806-Reviews-Gintoki-Paris_Ile_de_France.html,d12714806
14721,Big Fernand,Paris,"['French', 'European']",,,,,,/Restaurant_Review-g187147-d12714910-Reviews-Big_Fernand-Paris_Ile_de_France.html,d12714910
14722,Le Comptoire Voltaire,Paris,"['Pub', 'Gastropub']",,,,,,/Restaurant_Review-g187147-d12722544-Reviews-Le_Comptoire_Voltaire-Paris_Ile_de_France.html,d12722544
14723,Cafe Lulu,Paris,"['French', 'Cafe', 'Fast Food']",,,,,,/Restaurant_Review-g187147-d12722570-Reviews-Cafe_Lulu-Paris_Ile_de_France.html,d12722570
